Date&Time,TEMP,HUMI,CO2,STEMP,SWAT,SEC,PPF
2023-09-16 0:00:00,26.7,80,463,23.8,0,0,0
2023-09-16 1:00:00,26.2,79,477,23.5,0,0,0
2023-09-16 2:00:00,26.3,80,478,23.7,0,0,0
2023-09-16 3:00:00,26.3,80,486,23.6,0,0,0
2023-09-16 4:00:00,26.3,80,465,23.7,0,0,0
2023-09-16 5:00:00,26.1,80,451,23.5,0,0,0
2023-09-16 6:00:00,26.3,81,441,23.7,0,0,0
2023-09-16 7:00:00,26.9,81,419,24.6,0,0,3
2023-09-16 8:00:00,27.3,78,417,24.8,0,0,0
2023-09-16 9:00:00,28.1,78,411,26.3,0,0,188
2023-09-16 10:00:00,33.5,58,405,33.5,0,0,733
2023-09-16 11:00:00,33.3,59,410,30.7,0,0,188
2023-09-16 12:00:00,32,66,416,28.1,0,0,19
2023-09-16 13:00:00,30.6,72,430,28,0,0,24
2023-09-16 14:00:00,30.1,74,419,27,0,0,14
2023-09-16 15:00:00,29.4,76,431,26.8,0,0,2
2023-09-16 16:00:00,28.8,77,438,25.9,0,0,0
2023-09-16 17:00:00,27.8,74,422,24.5,0,0,0
2023-09-16 18:00:00,27.7,77,424,24.9,0,0,0
2023-09-16 19:00:00,27,78,432,24.4,0,0,0
2023-09-16 20:00:00,26.9,79,445,24.2,0,0,0
2023-09-16 21:00:00,26.8,79,446,24.1,0,0,0
2023-09-16 22:00:00,26.8,80,456,24.1,0,0,0
2023-09-16 23:00:00,26.8,80,466,24.2,0,0,0
2023-09-17 0:00:00,26.8,80,465,24,0,0,0
2023-09-17 1:00:00,26.7,80,461,24,0,0,0
2023-09-17 2:00:00,26.5,80,472,23.8,0,0,0
2023-09-17 3:00:00,26.4,80,462,23.7,0,0,0
2023-09-17 4:00:00,26.2,80,462,23.5,0,0,0
2023-09-17 5:00:00,26.2,80,469,23.6,0,0,0
2023-09-17 6:00:00,26,80,478,23.2,0,0,0
2023-09-17 7:00:00,26,80,493,23.5,0,0,9
2023-09-17 8:00:00,27.4,78,453,25.5,0,0,60
2023-09-17 9:00:00,29.6,69,436,27.6,0,0,138
2023-09-17 10:00:00,31.7,61,413,29.8,0,0,198
2023-09-17 11:00:00,31.2,63,418,28.9,0,0,89
2023-09-17 12:00:00,32.5,58,419,30.1,0,0,94
2023-09-17 13:00:00,32.5,58,411,29.8,0,0,85
2023-09-17 14:00:00,33,57,401,30.5,0,0,97
2023-09-17 15:00:00,33.3,56,404,30.1,0,0,64
2023-09-17 16:00:00,32.8,57,400,29.7,0,0,33
2023-09-17 17:00:00,30.5,65,409,27,0,0,6
2023-09-17 18:00:00,29.8,70,421,26.9,0,0,9
2023-09-17 19:00:00,28,73,424,24.9,0,0,0
2023-09-17 20:00:00,27.1,76,440,24.4,0,0,0
2023-09-17 21:00:00,27.2,77,419,24.5,0,0,0
2023-09-17 22:00:00,27.1,78,444,24.4,0,0,0
2023-09-17 23:00:00,27,79,442,24.2,0,0,0
2023-09-18 0:00:00,27,79,435,24.3,0,0,0
2023-09-18 1:00:00,26.9,79,433,24.2,0,0,0
2023-09-18 2:00:00,26.8,79,447,24,0,0,0
2023-09-18 3:00:00,26.1,79,458,23.4,0,0,0
2023-09-18 4:00:00,25.3,79,475,22.7,0,0,0
2023-09-18 5:00:00,25.1,79,479,22.5,0,0,0
2023-09-18 6:00:00,25.5,80,484,22.9,0,0,0
2023-09-18 7:00:00,26.1,80,474,24,0,0,54
2023-09-18 8:00:00,27.7,75,447,25.7,0,0,136
2023-09-18 9:00:00,31.5,62,436,30.9,0,0,855
2023-09-18 10:00:00,36.2,44,422,35.1,0,0,793
2023-09-18 11:00:00,34.7,50,422,31.9,0,0,378
2023-09-18 12:00:00,39,38,418,37.7,0,0,1351
2023-09-18 13:00:00,40.9,34,420,36.6,0,0,1224
2023-09-18 14:00:00,36.6,42,420,34,0,0,208
2023-09-18 15:00:00,35.5,44,415,32.2,0,0,45
2023-09-18 16:00:00,34.7,46,416,31.2,0,0,94
2023-09-18 17:00:00,32.6,51,417,29.6,0,0,31
2023-09-18 18:00:00,30.9,59,419,27.7,0,0,0
2023-09-18 19:00:00,29.4,66,415,26.4,0,0,0
2023-09-18 20:00:00,28.7,70,447,25.5,0,0,0
2023-09-18 21:00:00,27.8,73,456,24.9,0,0,0
2023-09-18 22:00:00,27.3,75,463,24.6,0,0,0
2023-09-18 23:00:00,27.1,75,463,24.3,0,0,0
2023-09-19 0:00:00,26.9,76,464,24.1,0,0,0
2023-09-19 1:00:00,26.8,77,459,24.1,0,0,0
2023-09-19 2:00:00,26.8,78,468,24.2,0,0,0
2023-09-19 3:00:00,26.5,77,472,23.8,0,0,0
2023-09-19 4:00:00,25.7,76,458,22.8,0,0,0
2023-09-19 5:00:00,25.1,78,462,22.5,0,0,0
2023-09-19 6:00:00,24.8,77,466,22,0,0,0
2023-09-19 7:00:00,24.8,78,472,22.5,0,0,17
2023-09-19 8:00:00,27.1,71,423,25.2,0,0,84
2023-09-19 9:00:00,28.7,65,420,26.1,0,0,75
2023-09-19 10:00:00,30.3,58,431,28.9,0,0,308
2023-09-19 11:00:00,32.8,49,428,30.8,0,0,268
2023-09-19 12:00:00,33.9,41,420,31.3,0,0,249
2023-09-19 13:00:00,32.1,47,411,29,0,0,87
2023-09-19 14:00:00,33.8,44,417,31.2,0,0,79
2023-09-19 15:00:00,34.3,45,413,31.8,0,0,229
2023-09-19 16:00:00,33.4,46,410,31.3,0,0,146
2023-09-19 17:00:00,31.4,53,412,28.9,0,0,23
2023-09-19 18:00:00,29.7,61,430,26.7,0,0,0
2023-09-19 19:00:00,28.7,67,447,25.7,0,0,0
2023-09-19 20:00:00,28,71,456,25.1,0,0,0
2023-09-19 21:00:00,27.5,73,456,24.6,0,0,0
2023-09-19 22:00:00,27.1,75,474,24.4,0,0,0
2023-09-19 23:00:00,27,75,488,24.2,0,0,0
2023-09-20 0:00:00,26.8,75,482,24.1,0,0,0
2023-09-20 1:00:00,26.6,75,468,23.8,0,0,0
2023-09-20 2:00:00,26.4,76,479,23.6,0,0,0
2023-09-20 3:00:00,26.3,76,480,23.6,0,0,0
2023-09-20 4:00:00,26.2,77,483,23.6,0,0,0
2023-09-20 5:00:00,26.2,77,476,23.5,0,0,0
2023-09-20 6:00:00,26,77,473,23.2,0,0,0
2023-09-20 7:00:00,25.5,75,464,22.8,0,0,0
2023-09-20 8:00:00,25.9,77,479,23.8,0,0,5
2023-09-20 9:00:00,27.2,73,474,24.9,0,0,67
2023-09-20 10:00:00,27.3,70,430,24.6,0,0,2
2023-09-20 11:00:00,27.5,73,445,24.4,0,0,16
2023-09-20 12:00:00,28,74,465,25.5,0,0,28
2023-09-20 13:00:00,27.4,73,437,25,0,0,15
2023-09-20 14:00:00,27.2,74,443,24.3,0,0,1
2023-09-20 15:00:00,27.1,75,457,24.4,0,0,5
2023-09-20 16:00:00,27.3,76,472,24.5,0,0,5
2023-09-20 17:00:00,27.2,76,457,24.4,0,0,0
2023-09-20 18:00:00,26.9,77,410,23.8,0,0,0
2023-09-20 19:00:00,27.5,77,409,24.9,0,0,0
2023-09-20 20:00:00,27.2,78,410,24.3,0,0,0
2023-09-20 21:00:00,26.8,78,420,24,0,0,0
2023-09-20 22:00:00,26.5,79,423,23.9,0,0,0
2023-09-20 23:00:00,26.3,78,424,23.4,0,0,0
2023-09-21 0:00:00,26.2,79,427,23.6,0,0,0
2023-09-21 1:00:00,25.7,78,408,22.9,0,0,0
2023-09-21 2:00:00,25.5,78,412,22.8,0,0,0
2023-09-21 3:00:00,25.2,78,411,22.6,0,0,0
2023-09-21 4:00:00,24.9,78,418,22.4,0,0,0
2023-09-21 5:00:00,24.8,77,408,22.2,0,0,0
2023-09-21 6:00:00,23.8,76,408,21,0,0,0
2023-09-21 7:00:00,23,77,401,20.8,0,0,40
2023-09-21 8:00:00,24.6,70,413,21.6,0,0,125
2023-09-21 9:00:00,24.1,73,408,22.4,0,0,258
2023-09-21 10:00:00,25,69,403,22.7,0,0,189
2023-09-21 11:00:00,26.7,63,403,23.9,0,0,156
2023-09-21 12:00:00,27.4,62,406,26.4,0,0,550
2023-09-21 13:00:00,27.9,60,402,25.5,0,0,215
2023-09-21 14:00:00,29.5,57,400,27.7,0,0,411
2023-09-21 15:00:00,28.8,56,395,26.2,0,0,190
2023-09-21 16:00:00,28,59,389,25.8,0,0,205
2023-09-21 17:00:00,26.2,64,394,23.4,0,0,6
2023-09-21 18:00:00,25.5,67,403,23,0,0,0
2023-09-21 19:00:00,25,68,402,22.5,0,0,0
2023-09-21 20:00:00,24.7,68,397,21.8,0,0,0
2023-09-21 21:00:00,23.2,74,418,20.4,0,0,0
2023-09-21 22:00:00,22.8,74,415,20.1,0,0,0
2023-09-21 23:00:00,22.2,75,431,19.5,0,0,0
2023-09-22 0:00:00,21.5,75,448,18.8,0,0,0
2023-09-22 1:00:00,21,77,437,18.2,0,0,0
2023-09-22 2:00:00,21.1,77,443,18.6,0,0,0
2023-09-22 3:00:00,21.7,78,458,19.3,0,0,0
2023-09-22 4:00:00,22.1,77,435,19.5,0,0,0
2023-09-22 5:00:00,22.1,77,439,19.3,0,0,0
2023-09-22 6:00:00,22.1,77,454,19.3,0,0,0
2023-09-22 7:00:00,22.6,76,430,20.4,0,0,49
2023-09-22 8:00:00,23,72,434,21.1,0,0,179
2023-09-22 9:00:00,25,64,423,24.9,0,0,445
2023-09-22 10:00:00,28.1,54,423,28.2,0,0,309
2023-09-22 11:00:00,30.2,47,418,27.2,0,0,510
2023-09-22 12:00:00,31.2,45,411,29.2,0,0,478
2023-09-22 13:00:00,31.7,45,405,31.2,0,0,1172
2023-09-22 14:00:00,34.7,34,413,31.4,0,0,652
2023-09-22 15:00:00,35,33,412,34.3,0,0,742
2023-09-22 16:00:00,34.3,35,410,31.6,0,0,402
2023-09-22 17:00:00,29.5,44,404,26.8,0,0,107
2023-09-22 18:00:00,26.4,54,415,23.2,0,0,5
2023-09-22 19:00:00,23.5,64,431,20.4,0,0,0
2023-09-22 20:00:00,22.6,69,446,20,0,0,0
2023-09-22 21:00:00,21.8,71,451,19,0,0,0
2023-09-22 22:00:00,21.3,73,459,18.5,0,0,0
2023-09-22 23:00:00,21,74,462,18.2,0,0,0
2023-09-23 0:00:00,20.7,74,449,17.9,0,0,0
2023-09-23 1:00:00,20,74,452,17.1,0,0,0
2023-09-23 2:00:00,19.6,75,445,16.9,0,0,0
2023-09-23 3:00:00,19.3,75,442,16.6,0,0,0
2023-09-23 4:00:00,18.9,75,444,16.2,0,0,0
2023-09-23 5:00:00,18.9,75,442,16.3,0,0,0
2023-09-23 6:00:00,18.9,76,440,16.3,0,0,0
2023-09-23 7:00:00,19.5,76,441,17.2,0,0,33
2023-09-23 8:00:00,21.8,71,435,20.2,0,0,131
2023-09-23 9:00:00,25.7,56,424,25.4,0,0,564
2023-09-23 10:00:00,28.4,49,422,27.7,0,0,482
2023-09-23 11:00:00,29.8,44,407,27.3,0,0,501
2023-09-23 12:00:00,33.3,35,405,30.9,0,0,553
2023-09-23 13:00:00,32,37,393,29,0,0,314
2023-09-23 14:00:00,35.3,24,400,32,0,0,414
2023-09-23 15:00:00,30.5,35,391,27.7,0,0,162
2023-09-23 16:00:00,33.9,30,401,30.1,0,0,146
2023-09-23 17:00:00,27.8,53,409,24.6,0,0,67
2023-09-23 18:00:00,25.8,61,413,23.4,0,0,10
2023-09-23 19:00:00,24.3,67,418,21.4,0,0,0
2023-09-23 20:00:00,23.1,70,435,20.3,0,0,0
2023-09-23 21:00:00,22.2,71,418,19.5,0,0,0
2023-09-23 22:00:00,21.4,73,409,18.7,0,0,0
2023-09-23 23:00:00,20.8,73,423,18.2,0,0,0
2023-09-24 0:00:00,20.4,74,428,17.7,0,0,0
2023-09-24 1:00:00,19.9,74,428,17.2,0,0,0
2023-09-24 2:00:00,19.6,74,429,17,0,0,0
2023-09-24 3:00:00,19.1,74,425,16.5,0,0,0
2023-09-24 4:00:00,18.7,74,426,16,0,0,0
2023-09-24 5:00:00,18.4,74,441,15.6,0,0,0
2023-09-24 6:00:00,18.1,75,445,15.5,0,0,0
2023-09-24 7:00:00,18.8,76,446,16.7,0,0,35
2023-09-24 8:00:00,21.9,70,420,20.2,0,0,99
2023-09-24 9:00:00,27.8,47,413,28.4,0,0,721
2023-09-24 10:00:00,30.4,39,414,31,0,0,542
2023-09-24 11:00:00,31.8,38,406,29.9,0,0,297
2023-09-24 12:00:00,34,34,403,32.1,0,0,368
2023-09-24 13:00:00,36.1,31,408,33.2,0,0,822
2023-09-24 14:00:00,33.3,37,407,30.6,0,0,159
2023-09-24 15:00:00,31,43,409,28.1,0,0,42
2023-09-24 16:00:00,30.8,42,409,27.6,0,0,22
2023-09-24 17:00:00,28.9,45,404,26.1,0,0,17
2023-09-24 18:00:00,27.2,49,413,24.4,0,0,0
2023-09-24 19:00:00,26,57,424,23,0,0,0
2023-09-24 20:00:00,25.1,61,420,22.2,0,0,0
2023-09-24 21:00:00,24.9,62,427,22.3,0,0,0
2023-09-24 22:00:00,24.4,64,429,21.7,0,0,0
2023-09-24 23:00:00,24.1,66,433,21.5,0,0,0
2023-09-25 0:00:00,23.9,67,427,21.2,0,0,0
2023-09-25 1:00:00,23.8,69,433,21.2,0,0,0
2023-09-25 2:00:00,23.7,69,439,21.1,0,0,0
2023-09-25 3:00:00,23.4,71,438,20.8,0,0,0
2023-09-25 4:00:00,23.4,72,445,20.9,0,0,0
2023-09-25 5:00:00,23.4,72,441,20.9,0,0,0
2023-09-25 6:00:00,23.4,73,448,20.7,0,0,0
2023-09-25 7:00:00,23.5,75,469,21,0,0,0
2023-09-25 8:00:00,23.6,73,446,21.2,0,0,12
2023-09-25 9:00:00,25,66,424,22.7,0,0,34
2023-09-25 10:00:00,27.7,54,421,25.5,0,0,144
2023-09-25 11:00:00,29.1,51,406,26.7,0,0,100
2023-09-25 12:00:00,30.9,46,397,29.4,0,0,314
2023-09-25 13:00:00,30.9,44,408,28.3,0,0,205
2023-09-25 14:00:00,32.9,42,401,30.8,0,0,110
2023-09-25 15:00:00,31.7,49,397,29.5,0,0,63
2023-09-25 16:00:00,29.7,51,401,27.2,0,0,25
2023-09-25 17:00:00,29.1,55,404,26.1,0,0,10
2023-09-25 18:00:00,27.7,61,421,24.9,0,0,0
2023-09-25 19:00:00,26.8,65,436,23.8,0,0,0
2023-09-25 20:00:00,26.1,70,446,23.3,0,0,0
2023-09-25 21:00:00,25.9,74,457,23.1,0,0,0
2023-09-25 22:00:00,25.6,76,450,22.7,0,0,0
2023-09-25 23:00:00,25.1,77,430,22.5,0,0,0
2023-09-26 0:00:00,25.1,77,429,22.3,0,0,0
2023-09-26 1:00:00,25.2,77,427,22.4,0,0,0
2023-09-26 2:00:00,24.9,77,419,22.3,0,0,0
2023-09-26 3:00:00,24.8,77,425,22.2,0,0,0
2023-09-26 4:00:00,24.9,78,440,22.2,0,0,0
2023-09-26 5:00:00,24.9,78,446,22.2,0,0,0
2023-09-26 6:00:00,24.8,78,454,22.1,0,0,0
2023-09-26 7:00:00,24.5,78,423,22,0,0,0
2023-09-26 8:00:00,24.4,79,432,22.3,0,0,3
2023-09-26 9:00:00,25.2,78,448,22.7,0,0,25
2023-09-26 10:00:00,25.9,77,444,23.5,0,0,51
2023-09-26 11:00:00,27.2,73,430,24.8,0,0,88
2023-09-26 12:00:00,27.6,74,422,25.5,0,0,76
2023-09-26 13:00:00,27,75,428,24.6,0,0,33
2023-09-26 14:00:00,27.3,74,408,25,0,0,93
2023-09-26 15:00:00,27.3,72,413,25.2,0,0,61
2023-09-26 16:00:00,27.5,71,407,25.2,0,0,55
2023-09-26 17:00:00,26.7,76,419,24.5,0,0,29
2023-09-26 18:00:00,26.5,76,435,23.6,0,0,0
2023-09-26 19:00:00,25.6,78,430,22.9,0,0,0
2023-09-26 20:00:00,25.5,79,444,23,0,0,0
2023-09-26 21:00:00,25.3,78,412,22.6,0,0,0
2023-09-26 22:00:00,25.3,79,439,22.6,0,0,0
2023-09-26 23:00:00,25.1,79,437,22.2,0,0,0
2023-09-27 0:00:00,25.1,79,443,22.3,0,0,0
2023-09-27 1:00:00,25.3,79,439,22.6,0,0,0
2023-09-27 2:00:00,25.1,79,415,22.4,0,0,0
2023-09-27 3:00:00,24.9,80,402,22.5,0,0,0
2023-09-27 4:00:00,24.9,79,410,22.3,0,0,0
2023-09-27 5:00:00,24.9,79,411,22.2,0,0,0
2023-09-27 6:00:00,24.8,79,414,22.1,0,0,0
2023-09-27 7:00:00,24.6,80,414,22.2,0,0,13
2023-09-27 8:00:00,25.4,78,421,23.2,0,0,25
2023-09-27 9:00:00,26.2,74,415,24.2,0,0,118
2023-09-27 10:00:00,27.2,71,428,24.5,0,0,37
2023-09-27 11:00:00,26.9,74,414,24.6,0,0,59
2023-09-27 12:00:00,27.2,71,413,25.2,0,0,101
2023-09-27 13:00:00,28.1,65,421,26.1,0,0,142
